,Symbol,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2011-09-30,2011-12-31
Total Assets,MSFT,118010000000.0,121271000000.0,121876000000.0,128683000000.0,134105000000.0,142431000000.0,142348000000.0,153543000000.0,156119000000.0,172384000000.0,169656000000.0,174848000000.0,176683000000.0,174472000000.0,172896000000.0,180098000000.0,181869000000.0,193468000000.0,212524000000.0,224610000000.0,225017000000.0,250312000000.0,249097000000.0,256003000000.0,245497000000.0,258848000000.0,257619000000.0,258859000000.0,263281000000.0,286556000000.0,278955000000.0,282794000000.0,285449000000.0,301311000000.0,301001000000.0,304137000000.0,308879000000.0,333779000000.0,335418000000.0,340389000000.0,344607000000.0,364840000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107415000000.0,112243000000.0
Total Liabilities,MSFT,49351000000.0,54908000000.0,53040000000.0,56107000000.0,57417000000.0,63487000000.0,60707000000.0,68443000000.0,68695000000.0,82600000000.0,79486000000.0,82969000000.0,86551000000.0,94389000000.0,95451000000.0,103318000000.0,107063000000.0,121471000000.0,142152000000.0,155801000000.0,155288000000.0,162601000000.0,159450000000.0,177643000000.0,166258000000.0,176130000000.0,171652000000.0,166731000000.0,168417000000.0,184226000000.0,172894000000.0,172685000000.0,170948000000.0,183007000000.0,177609000000.0,173901000000.0,174374000000.0,191791000000.0,183440000000.0,180379000000.0,181683000000.0,198298000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48024000000.0,48122000000.0
Revenue,MSFT,17407000000.0,18059000000.0,16008000000.0,21456000000.0,20489000000.0,19896000000.0,18529000000.0,24519000000.0,20403000000.0,23382000000.0,23201000000.0,26470000000.0,21729000000.0,22180000000.0,20379000000.0,23796000000.0,20531000000.0,26448000000.0,21928000000.0,25826000000.0,23212000000.0,25605000000.0,24538000000.0,28918000000.0,26819000000.0,30085000000.0,29084000000.0,32471000000.0,30571000000.0,33717000000.0,33055000000.0,36906000000.0,35021000000.0,38033000000.0,37154000000.0,43076000000.0,41706000000.0,46152000000.0,45317000000.0,51728000000.0,49360000000.0,51865000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17372000000.0,20885000000.0
Cost of Revenue,MSFT,-3952000000.0,-4163000000.0,-4168000000.0,-5692000000.0,-4787000000.0,-5738000000.0,-5145000000.0,-8322000000.0,-5978000000.0,-7633000000.0,-8273000000.0,-10136000000.0,-7161000000.0,-7468000000.0,-7207000000.0,-9872000000.0,-7722000000.0,-7979000000.0,-7844000000.0,-9901000000.0,-8060000000.0,-8456000000.0,-8278000000.0,-11064000000.0,-9269000000.0,-9742000000.0,-9905000000.0,-12423000000.0,-10170000000.0,-10412000000.0,-10406000000.0,-12358000000.0,-10975000000.0,-12339000000.0,-11002000000.0,-14194000000.0,-13045000000.0,-13991000000.0,-13646000000.0,-16960000000.0,-15615000000.0,-16429000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3777000000.0,-5638000000.0
Operating Expenses,MSFT,-7081000000.0,-7511000000.0,-6532000000.0,-7993000000.0,-8090000000.0,-8085000000.0,-7050000000.0,-8228000000.0,-7451000000.0,-9140000000.0,-7944000000.0,-8315000000.0,-7784000000.0,-8327000000.0,-7379000000.0,-7898000000.0,-7526000000.0,-8383000000.0,-7369000000.0,-8020000000.0,-8429000000.0,-9161000000.0,-8552000000.0,-9175000000.0,-9258000000.0,-9964000000.0,-9224000000.0,-9790000000.0,-10060000000.0,-10900000000.0,-9963000000.0,-10657000000.0,-11071000000.0,-12287000000.0,-10276000000.0,-10985000000.0,-11613000000.0,-13066000000.0,-11433000000.0,-12521000000.0,-13381000000.0,-14902000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6392000000.0,-7253000000.0
Net Income,MSFT,5108000000.0,-492000000.0,4466000000.0,6377000000.0,6055000000.0,4965000000.0,5244000000.0,6558000000.0,5660000000.0,4612000000.0,4540000000.0,5863000000.0,4985000000.0,-3195000000.0,4902000000.0,5018000000.0,3756000000.0,6863000000.0,5667000000.0,6267000000.0,5486000000.0,8069000000.0,6576000000.0,-6302000000.0,7424000000.0,8873000000.0,8824000000.0,8420000000.0,8809000000.0,13187000000.0,10678000000.0,11649000000.0,10752000000.0,11202000000.0,13893000000.0,15463000000.0,15457000000.0,16458000000.0,20505000000.0,18765000000.0,16728000000.0,16740000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5738000000.0,6624000000.0
Market Capitalization,MSFT,270686284976.88,256982494090.77,249489882072.0,223669540000.0,239644366875.1,288530732684.5,277754880000.0,310503000000.0,338577400000.0,343566300000.0,382701800000.0,381726100000.0,329874580000.0,354392050000.0,352981200000.0,439679000000.0,434660100000.0,399535360000.0,448358400000.0,483697760000.0,508636780000.0,531312440000.0,574168920000.0,660368800000.0,702760093602.04,757640105770.83,877014014430.92,780362310000.0,904860853821.24,1026511088563.2,1061355020000.0,1200254700000.0,1197018900000.0,1540774210000.0,1590936120000.0,1678381320000.0,1776291180000.0,2040303545865.9,2123301497417.92,2533019152992.32,2313866550000.0,1919547420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209324900000.0,218323600000.0
Enterprise Value,MSFT,,261988494090.77,256403882072.0,231840540000.0,248599366875.1,300326732684.5,289663880000.0,323420000000.0,349684400000.0,357542300000.0,400119800000.0,403608100000.0,354328580000.0,384089050000.0,386117200000.0,476923000000.0,473884100000.0,446486360000.0,509120400000.0,560199760000.0,585931780000.0,609843440000.0,652759920000.0,736769800000.0,770696093602.04,821934105770.83,938107014430.92,846893310000.0,966748853821.24,1087333088563.2,1117733020000.0,1260998700000.0,1251918900000.0,1592655210000.0,1637283120000.0,1726034320000.0,1822812180000.0,2084225545865.9,2157424497417.92,2565673152992.32,2351294550000.0,1955397420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV/MC,MSFT,,1.02,1.03,1.04,1.04,1.04,1.04,1.04,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.08,1.09,1.12,1.14,1.16,1.15,1.15,1.14,1.12,1.1,1.08,1.07,1.09,1.07,1.06,1.05,1.05,1.05,1.03,1.03,1.03,1.03,1.02,1.02,1.01,1.02,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,MSFT,28440000000.0,29733000000.0,26708000000.0,35141000000.0,33366000000.0,33719000000.0,30724000000.0,41069000000.0,33832000000.0,40155000000.0,39418000000.0,44921000000.0,36674000000.0,37975000000.0,34965000000.0,41566000000.0,35779000000.0,42810000000.0,37141000000.0,43747000000.0,39701000000.0,43222000000.0,41368000000.0,49157000000.0,45346000000.0,49791000000.0,48213000000.0,54684000000.0,50801000000.0,55029000000.0,53424000000.0,59921000000.0,57067000000.0,62659000000.0,58432000000.0,68255000000.0,66364000000.0,73209000000.0,70396000000.0,81209000000.0,78356000000.0,83196000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27541000000.0,33776000000.0
EV/EBIT,MSFT,,8.81,9.6,6.6,7.45,8.91,9.43,7.88,10.34,8.9,10.15,8.98,9.66,10.11,11.04,11.47,13.24,10.43,13.71,12.81,14.76,14.11,15.78,14.99,17.0,16.51,19.46,15.49,19.03,19.76,20.92,21.04,21.94,25.42,28.02,25.29,27.47,28.47,30.65,31.59,30.01,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netto Debt,MSFT,,1231000001.54,2236000001.93,2241000001.99,2246000002.28,2999000003.31,3300000003.14,2300000002.06,2000000001.79,2000000002.38,5248000002.93,10048000002.84,4224000003.73,7484000004.97,10748000005.12,3750000005.66,5498000005.7,12904000006.23,14536000004.32,25664000007.0,7786000011.35,10121000009.93,9220000011.08,15912000005.7,3677000007.97,3998000006.05,6497000004.61,3516000010.49,6515000005.94,5516000005.87,3017000005.07,6247000007.15,3748000005.37,5879000004.39,6497000003.32,6949000003.82,10216000003.65,8072000003.52,3249000002.61,4998000002.34,1749000003.85,2749000003.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit Margin,MSFT,29.34,-2.72,27.9,29.72,29.55,24.95,28.3,26.75,27.74,19.72,19.57,22.15,22.94,-14.4,24.05,21.09,18.29,25.95,25.84,24.27,23.63,31.51,26.8,-21.79,27.68,29.49,30.34,25.93,28.81,39.11,32.3,31.56,30.7,29.45,37.39,35.9,37.06,35.66,45.25,36.28,33.89,32.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.03,31.72
ROE,MSFT,7.44,-0.74,6.49,8.79,7.9,6.29,6.42,7.71,6.47,5.14,5.03,6.38,5.53,-3.99,6.33,6.54,5.02,9.53,8.05,9.11,7.87,9.2,7.34,-8.04,9.37,10.73,10.26,9.14,9.29,12.89,10.07,10.58,9.39,9.47,11.26,11.87,11.49,11.59,13.49,11.73,10.27,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66,10.33
Close,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,33.26,58.84,46.56,61.33,52.17,48.16,27.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312445380.0,291992000.0,355900000.0,355900000.0,397621000.0,401447000.0,403844000.0,403844000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short Term Debt,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Term Debt,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68363000.0,,,,1247113000.0,1247118000.0,1247785000.0,1248452000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash & Cash Equivalents,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76533000.0,1244266000.0,1140907000.0,1817258000.0,2818128000.0,2646500000.0,2394865000.0,2152892000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Assets,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330725000.0,2516137000.0,2566659000.0,3439329000.0,4483151000.0,4358856000.0,4259057000.0,4069054000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380305000.0,324849000.0,571916000.0,807984000.0,2161921000.0,2153504000.0,2432890000.0,2390526000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67014000.0,130914000.0,88542000.0,70931000.0,132836000.0,322223000.0,312276000.0,297605000.0,212819000.0,473325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Revenue,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25332000.0,-39171000.0,-43416000.0,-47330000.0,-96569000.0,-159274000.0,-183225000.0,-187006000.0,-170749000.0,-253182000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Expenses,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-97859000.0,-123373000.0,-111243000.0,-184045000.0,-384624000.0,-431287000.0,-453842000.0,-432153000.0,-588586000.0,-588899000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55919000.0,-29148000.0,-68680000.0,-524798000.0,-395661000.0,-242696000.0,-346344000.0,-305526000.0,-545028000.0,-326297000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Capitalization,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3343165566.0,9711653920.0,20941156000.0,16570704000.0,24386095930.0,20943489990.0,19449127040.0,11093594680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise Value,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3341745566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV/MC,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190205000.0,293458000.0,243201000.0,302306000.0,614029000.0,912784000.0,949343000.0,916764000.0,972154000.0,1315406000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EV/EBIT,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netto Debt,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750000.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit Margin,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.44,-22.26,-77.57,-739.87,-297.86,-75.32,-110.91,-102.66,-256.1,-68.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE,DKNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.79,,-23.95,-19.84,-9.22,-14.92,-13.85,-29.85,-19.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Close,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,3.38,2.99,3.06,3.44,3.61,3.8,3.92,4.62,4.38,4.88,4.8,5.55,4.99,7.09,7.32,8.88,14.28,17.79,27.3,26.07,40.63,51.7,61.45,56.23,61.22,52.71,35.94,45.25,42.18,50.26,59.11,73.07,106.15,125.34,129.9,150.09,194.99,255.67,244.86,185.47,181.63,134.97,195.37,,
Common Shares Outstanding,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464112428.0,2475216436.0,2477904968.0,2467024536.0,2463920688.0,2311665640.0,2314392152.0,2271988000.0,2216965648.0,2231865064.0,2167660420.0,2180000000.0,2199360844.0,2150240512.0,2156324640.0,2153800472.0,2166564352.0,2135698448.0,2140008744.0,2340000000.0,2354528344.0,2380517708.0,2400685108.0,2424000000.0,2428000000.0,2432000000.0,2444000000.0,2424000000.0,2436000000.0,2436000000.0,2448000000.0,2448000000.0,2460000000.0,2468000000.0,2476000000.0,2476000000.0,2480000000.0,2492000000.0,2500000000.0,2504000000.0,2504000000.0,2506000000.0,2483000000.0,2464000000.0,,
Short Term Debt,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1413000000.0,1421000000.0,1428000000.0,1011000000.0,796000000.0,215000000.0,84000000.0,23000000.0,15000000.0,14000000.0,14000000.0,3000000.0,,,,,,,,998000000.0,999000000.0,999000000.0,1000000000.0,,,,1249000000.0,1249000000.0,1250000000.0,,
Long Term Debt,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20830000.0,20237000.0,19627000.0,18998000.0,18333000.0,17685000.0,17015000.0,1373875000.0,1379959000.0,1386091000.0,1392236000.0,1398000000.0,1404000000.0,1411000000.0,1417000000.0,10000000.0,9000000.0,8000000.0,1989000000.0,1983000000.0,1988000000.0,1987000000.0,1986000000.0,1985000000.0,1986000000.0,1987000000.0,1987000000.0,1988000000.0,2474000000.0,1989000000.0,1990000000.0,1991000000.0,6959000000.0,6960000000.0,5963000000.0,5964000000.0,5964000000.0,10943000000.0,10944000000.0,10946000000.0,10947000000.0,9700000000.0,9701000000.0,9703000000.0,,
Cash & Cash Equivalents,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369135000.0,499618000.0,525388000.0,732786000.0,561423000.0,591321000.0,562084000.0,1151587000.0,509165000.0,515092000.0,394683000.0,497000000.0,464000000.0,435000000.0,471000000.0,596000000.0,547000000.0,426000000.0,1940000000.0,1766000000.0,1989000000.0,1988000000.0,2802000000.0,4002000000.0,765000000.0,718000000.0,721000000.0,782000000.0,2772000000.0,7105000000.0,9765000000.0,10896000000.0,15494000000.0,3274000000.0,2251000000.0,847000000.0,978000000.0,5628000000.0,1288000000.0,1990000000.0,3887000000.0,3013000000.0,2800000000.0,3389000000.0,,
Total Assets,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5708167000.0,5891881000.0,6075144000.0,6412245000.0,6279527000.0,5569592000.0,5711373000.0,7250894000.0,6864663000.0,6933719000.0,6885869000.0,7201000000.0,7291000000.0,6979000000.0,7174000000.0,7370000000.0,7108000000.0,7461000000.0,9612000000.0,9841000000.0,9410000000.0,9402000000.0,9830000000.0,11241000000.0,11460000000.0,12882000000.0,13657000000.0,13292000000.0,14021000000.0,14775000000.0,15810000000.0,17315000000.0,23254000000.0,25180000000.0,26881000000.0,28791000000.0,30796000000.0,38650000000.0,40632000000.0,44187000000.0,45212000000.0,43476000000.0,40488000000.0,41182000000.0,,
Total Liabilities,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420739000.0,1438216000.0,1352298000.0,1584542000.0,1454591000.0,1397419000.0,1390726000.0,2794496000.0,2697678000.0,2628933000.0,2681276000.0,2783000000.0,2735000000.0,2794000000.0,2709000000.0,2901000000.0,2912000000.0,2981000000.0,4288000000.0,4079000000.0,3278000000.0,3429000000.0,3478000000.0,3770000000.0,3743000000.0,4087000000.0,4182000000.0,3950000000.0,4317000000.0,4439000000.0,4596000000.0,5111000000.0,10155000000.0,11266000000.0,11547000000.0,11898000000.0,12022000000.0,17503000000.0,16834000000.0,17575000000.0,18892000000.0,19625000000.0,19139000000.0,19081000000.0,,
Revenue,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924877000.0,1044270000.0,1204110000.0,1106902000.0,954739000.0,977238000.0,1053967000.0,1144056000.0,1103000000.0,1103000000.0,1225000000.0,1251000000.0,1151000000.0,1153000000.0,1305000000.0,1401000000.0,1305000000.0,1428000000.0,2004000000.0,2173000000.0,1937000000.0,2230000000.0,2636000000.0,2911000000.0,3207000000.0,3123000000.0,3181000000.0,2205000000.0,2220000000.0,2579000000.0,3014000000.0,3105000000.0,3080000000.0,3866000000.0,4726000000.0,5003000000.0,5661000000.0,6507000000.0,7103000000.0,7643000000.0,8288000000.0,6704000000.0,5931000000.0,6051000000.0,,
Cost of Revenue,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-461513000.0,-503551000.0,-567452000.0,-521300000.0,-436171000.0,-431700000.0,-469552000.0,-524577000.0,-499000000.0,-484000000.0,-548000000.0,-552000000.0,-498000000.0,-520000000.0,-571000000.0,-610000000.0,-554000000.0,-602000000.0,-821000000.0,-870000000.0,-787000000.0,-928000000.0,-1067000000.0,-1110000000.0,-1139000000.0,-1148000000.0,-1260000000.0,-998000000.0,-924000000.0,-1038000000.0,-1098000000.0,-1090000000.0,-1076000000.0,-1591000000.0,-1765000000.0,-1847000000.0,-2032000000.0,-2292000000.0,-2472000000.0,-2643000000.0,-2857000000.0,-3789000000.0,-2754000000.0,-2218000000.0,,
Operating Expenses,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-390538000.0,-401096000.0,-384441000.0,-402029000.0,-435787000.0,-440004000.0,-443427000.0,-452782000.0,-453000000.0,-456000000.0,-463000000.0,-468000000.0,-477000000.0,-470000000.0,-481000000.0,-505000000.0,-505000000.0,-508000000.0,-543000000.0,-570000000.0,-596000000.0,-614000000.0,-674000000.0,-728000000.0,-773000000.0,-818000000.0,-863000000.0,-913000000.0,-938000000.0,-970000000.0,-989000000.0,-1025000000.0,-1028000000.0,-1624000000.0,-1563000000.0,-1649000000.0,-1673000000.0,-1771000000.0,-1960000000.0,-2030000000.0,-2210000000.0,-2416000000.0,-2576000000.0,-2577000000.0,,
Net Income,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60437000.0,119046000.0,209080000.0,173973000.0,77891000.0,96448000.0,118734000.0,146927000.0,137000000.0,128000000.0,172000000.0,194000000.0,134000000.0,26000000.0,246000000.0,208000000.0,208000000.0,261000000.0,543000000.0,654000000.0,507000000.0,584000000.0,837000000.0,1119000000.0,1244000000.0,1101000000.0,1230000000.0,566000000.0,394000000.0,553000000.0,898000000.0,951000000.0,917000000.0,622000000.0,1336000000.0,1457000000.0,1912000000.0,2374000000.0,2464000000.0,3002000000.0,1618000000.0,656000000.0,680000000.0,1414000000.0,,
Market Capitalization,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8008365391.0,8366231553.68,7408935854.32,7549095080.16,8475887166.72,8345112960.4,8794690177.6,8906192960.0,10242381293.76,9775568980.32,10578182849.6,10464000000.0,12206452684.2,10729700154.88,15288341697.6,15765819455.04,19239091445.76,30497773837.44,38070755555.76,63882000000.0,61382553928.08,96720434476.04,124115420083.6,148954800000.0,136526440000.0,148887040000.0,128823240000.0,87118560000.0,110229000000.0,102750480000.0,123036480000.0,144701280000.0,179752200000.0,261978200000.0,310341840000.0,321632400000.0,372223200000.0,485915080000.0,639175000000.0,613129440000.0,464416880000.0,455164780000.0,335130510000.0,481391680000.0,,
Enterprise Value,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11365000000.0,,,,16592819455.04,20122091445.76,31507773837.44,39130755555.76,64895000000.0,61596553928.08,96803434476.04,123322420083.6,146952800000.0,137761440000.0,150170040000.0,130092240000.0,,,,,,,,315051840000.0,327748400000.0,378208200000.0,492230080000.0,,,,463100780000.0,343280510000.0,488955680000.0,,
EV/MC,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,1.05,1.05,1.03,1.03,1.02,1.0,1.0,0.99,0.99,1.01,1.01,1.01,,,,,,,,1.02,1.02,1.02,1.01,,,,1.02,1.02,1.02,,
EBIT,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776928000.0,1948917000.0,2156003000.0,2030231000.0,1826697000.0,1848942000.0,1966946000.0,2121415000.0,2055000000.0,2043000000.0,2236000000.0,2271000000.0,2126000000.0,2143000000.0,2357000000.0,2516000000.0,2364000000.0,2538000000.0,3368000000.0,3613000000.0,3320000000.0,3772000000.0,4377000000.0,4749000000.0,5119000000.0,5089000000.0,5304000000.0,4116000000.0,4082000000.0,4587000000.0,5101000000.0,5220000000.0,5184000000.0,7081000000.0,8054000000.0,8499000000.0,9366000000.0,10570000000.0,11535000000.0,12316000000.0,13355000000.0,12909000000.0,11261000000.0,10846000000.0,,
EV/EBIT,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,6.59,8.51,12.41,11.62,17.96,18.55,25.66,28.18,30.94,26.91,29.51,24.53,,,,,,,,39.12,38.56,40.38,46.57,,,,35.87,30.48,45.08,,
Netto Debt,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,,,,1413000000.02,1421000000.02,1428000000.02,1011000001.03,796000001.12,215000001.0,84000001.0,23000000.71,15000000.5,14000002.6,14000002.77,3000002.76,,,,,,,,998000002.65,999000007.04,999000006.1,1000000001.94,,,,1249000003.22,1249000003.46,1250000002.86,,
Net Profit Margin,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53,11.4,17.36,15.72,8.16,9.87,11.27,12.84,12.42,11.6,14.04,15.51,11.64,2.25,18.85,14.85,15.94,18.28,27.1,30.1,26.17,26.19,31.75,38.44,38.79,35.25,38.67,25.67,17.75,21.44,29.79,30.63,29.77,16.09,28.27,29.12,33.77,36.48,34.69,39.28,19.52,9.79,11.47,23.37,,
ROE,NVDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,2.67,4.43,3.6,1.61,2.31,2.75,3.3,3.29,2.97,4.09,4.39,2.94,0.62,5.51,4.65,4.96,5.83,10.2,11.35,8.27,9.78,13.18,14.98,16.12,12.52,12.98,6.06,4.06,5.35,8.01,7.79,7.0,4.47,8.71,8.62,10.18,11.23,10.35,11.28,6.15,2.75,3.19,6.4,,
